,Text,Probability
37228,"He's not often serious, he loves to joke",0.79
37229,"He's not often serious, he loves to joke",0.79
37230,"He's not often serious, he loves to joke",0.79
37231,"He's not often serious, he loves to joke",0.79
37232,"He's not often serious, he loves to joke",0.79
37233,"He's not often serious, he loves to joke",0.79
37234,"He's not often serious, he loves to joke",0.79
37235,"He's not often serious, he loves to joke",0.79
37236,"He's not often serious, he loves to joke",0.79
37237,"He's not often serious, he loves to joke",0.79
37238,"He's not often serious, he loves to joke",0.79
37239,"He's not often serious, he loves to joke",0.79
37240,"He's not often serious, he loves to joke",0.79
37241,"He's not often serious, he loves to joke",0.79
37242,"He's not often serious, he loves to joke",0.79
37243,"He's not often serious, he loves to joke",0.79
37244,"He's not often serious, he loves to joke",0.79
37245,"He's not often serious, he loves to joke",0.79
37246,"He's not often serious, he loves to joke",0.79
37247,"He's not often serious, he loves to joke",0.79
37248,"He's not often serious, he loves to joke",0.79
37249,"He's not often serious, he loves to joke",0.79
37250,"He's not often serious, he loves to joke",0.79
37251,"He's not often serious, he loves to joke",0.79
37252,"He's not often serious, he loves to joke",0.79
37253,"He's not often serious, he loves to joke",0.79
37254,"He's not often serious, he loves to joke",0.79
37255,"He's not often serious, he loves to joke",0.79
37256,"He's not often serious, he loves to laugh",0.08
37257,"He's not often serious, he loves to laugh",0.08
37258,"He's not often serious, he loves to laugh",0.08
37259,"He's not often serious, he loves to laugh",0.08
37260,"He's not often serious, he loves to laugh",0.08
37261,"He's not often serious, he loves to play",0.06
37262,"He's not often serious, he loves to play",0.06
37263,"He's not often serious, he loves to play",0.06
37264,"He's not often serious, he loves to play",0.06
37265,"He's not often serious, he loves to jest",0.02
37266,The toddler hated when his mother made him nap,0.25
37267,The toddler hated when his mother made him nap,0.25
37268,The toddler hated when his mother made him nap,0.25
37269,The toddler hated when his mother made him nap,0.25
37270,The toddler hated when his mother made him nap,0.25
37271,The toddler hated when his mother made him nap,0.25
37272,The toddler hated when his mother made him nap,0.25
37273,The toddler hated when his mother made him nap,0.25
37274,The toddler hated when his mother made him nap,0.25
37275,The toddler hated when his mother made him nap,0.25
37276,The toddler hated when his mother made him nap,0.25
37277,The toddler hated when his mother made him nap,0.25
37278,The toddler hated when his mother made him nap,0.25
37279,The toddler hated when his mother made him nap,0.25
37280,The toddler hated when his mother made him nap,0.25
37281,The toddler hated when his mother made him nap,0.25
37282,The toddler hated when his mother made him nap,0.25
37283,The toddler hated when his mother made him bathe,0.17
37284,The toddler hated when his mother made him bathe,0.17
37285,The toddler hated when his mother made him bathe,0.17
37286,The toddler hated when his mother made him bathe,0.17
37287,The toddler hated when his mother made him bathe,0.17
37288,The toddler hated when his mother made him bathe,0.17
37289,The toddler hated when his mother made him bathe,0.17
37290,The toddler hated when his mother made him bathe,0.17
37291,The toddler hated when his mother made him bathe,0.17
37292,The toddler hated when his mother made him bathe,0.17
37293,The toddler hated when his mother made him bathe,0.17
37294,The toddler hated when his mother made him eat,0.17
37295,The toddler hated when his mother made him eat,0.17
37296,The toddler hated when his mother made him eat,0.17
37297,The toddler hated when his mother made him eat,0.17
37298,The toddler hated when his mother made him eat,0.17
37299,The toddler hated when his mother made him eat,0.17
37300,The toddler hated when his mother made him eat,0.17
37301,The toddler hated when his mother made him eat,0.17
37302,The toddler hated when his mother made him eat,0.17
37303,The toddler hated when his mother made him eat,0.17
37304,The toddler hated when his mother made him eat,0.17
37305,The toddler hated when his mother made him sit,0.07
37306,The toddler hated when his mother made him sit,0.07
37307,The toddler hated when his mother made him sit,0.07
37308,The toddler hated when his mother made him sit,0.07
37309,The toddler hated when his mother made him sleep,0.07
37310,The toddler hated when his mother made him sleep,0.07
37311,The toddler hated when his mother made him sleep,0.07
37312,The toddler hated when his mother made him sleep,0.07
37313,The toddler hated when his mother made him walk,0.04
37314,The toddler hated when his mother made him walk,0.04
37315,The toddler hated when his mother made him wash,0.02
37316,The toddler hated when his mother made him clean,0.02
37317,The toddler hated when his mother made him oatmeal,0.02
37318,The toddler hated when his mother made him dance,0.02
37319,The toddler hated when his mother made him vegetables,0.02
37320,The teacher told the kids who lost not to cry,0.4
37321,The teacher told the kids who lost not to cry,0.4
37322,The teacher told the kids who lost not to cry,0.4
37323,The teacher told the kids who lost not to cry,0.4
37324,The teacher told the kids who lost not to cry,0.4
37325,The teacher told the kids who lost not to cry,0.4
37326,The teacher told the kids who lost not to cry,0.4
37327,The teacher told the kids who lost not to cry,0.4
37328,The teacher told the kids who lost not to cry,0.4
37329,The teacher told the kids who lost not to cry,0.4
37330,The teacher told the kids who lost not to cry,0.4
37331,The teacher told the kids who lost not to cry,0.4
37332,The teacher told the kids who lost not to cry,0.4
37333,The teacher told the kids who lost not to cry,0.4
37334,The teacher told the kids who lost not to cry,0.4
37335,The teacher told the kids who lost not to cry,0.4
37336,The teacher told the kids who lost not to cry,0.4
37337,The teacher told the kids who lost not to cry,0.4
37338,The teacher told the kids who lost not to cry,0.4
37339,The teacher told the kids who lost not to cry,0.4
37340,The teacher told the kids who lost not to cry,0.4
37341,The teacher told the kids who lost not to cry,0.4
37342,The teacher told the kids who lost not to cry,0.4
37343,The teacher told the kids who lost not to cry,0.4
37344,The teacher told the kids who lost not to cry,0.4
37345,The teacher told the kids who lost not to cry,0.4
37346,The teacher told the kids who lost not to cry,0.4
37347,The teacher told the kids who lost not to worry,0.24
37348,The teacher told the kids who lost not to worry,0.24
37349,The teacher told the kids who lost not to worry,0.24
37350,The teacher told the kids who lost not to worry,0.24
37351,The teacher told the kids who lost not to worry,0.24
37352,The teacher told the kids who lost not to worry,0.24
37353,The teacher told the kids who lost not to worry,0.24
37354,The teacher told the kids who lost not to worry,0.24
37355,The teacher told the kids who lost not to worry,0.24
37356,The teacher told the kids who lost not to worry,0.24
37357,The teacher told the kids who lost not to worry,0.24
37358,The teacher told the kids who lost not to worry,0.24
37359,The teacher told the kids who lost not to worry,0.24
37360,The teacher told the kids who lost not to worry,0.24
37361,The teacher told the kids who lost not to worry,0.24
37362,The teacher told the kids who lost not to worry,0.24
37363,The teacher told the kids who lost not to complain,0.11
37364,The teacher told the kids who lost not to complain,0.11
37365,The teacher told the kids who lost not to complain,0.11
37366,The teacher told the kids who lost not to complain,0.11
37367,The teacher told the kids who lost not to complain,0.11
37368,The teacher told the kids who lost not to complain,0.11
37369,The teacher told the kids who lost not to complain,0.11
37370,The teacher told the kids who lost not to pout,0.1
37371,The teacher told the kids who lost not to pout,0.1
37372,The teacher told the kids who lost not to pout,0.1
37373,The teacher told the kids who lost not to pout,0.1
37374,The teacher told the kids who lost not to pout,0.1
37375,The teacher told the kids who lost not to pout,0.1
37376,The teacher told the kids who lost not to whine,0.06
37377,The teacher told the kids who lost not to whine,0.06
37378,The teacher told the kids who lost not to whine,0.06
37379,The teacher told the kids who lost not to whine,0.06
37380,The teacher told the kids who lost not to despair,0.04
37381,The teacher told the kids who lost not to despair,0.04
37382,When the family went skiing they stayed at a lodge,0.46
37383,When the family went skiing they stayed at a lodge,0.46
37384,When the family went skiing they stayed at a lodge,0.46
37385,When the family went skiing they stayed at a lodge,0.46
37386,When the family went skiing they stayed at a lodge,0.46
37387,When the family went skiing they stayed at a lodge,0.46
37388,When the family went skiing they stayed at a lodge,0.46
37389,When the family went skiing they stayed at a lodge,0.46
37390,When the family went skiing they stayed at a lodge,0.46
37391,When the family went skiing they stayed at a lodge,0.46
37392,When the family went skiing they stayed at a lodge,0.46
37393,When the family went skiing they stayed at a lodge,0.46
37394,When the family went skiing they stayed at a lodge,0.46
37395,When the family went skiing they stayed at a lodge,0.46
37396,When the family went skiing they stayed at a lodge,0.46
37397,When the family went skiing they stayed at a lodge,0.46
37398,When the family went skiing they stayed at a lodge,0.46
37399,When the family went skiing they stayed at a lodge,0.46
37400,When the family went skiing they stayed at a lodge,0.46
37401,When the family went skiing they stayed at a lodge,0.46
37402,When the family went skiing they stayed at a lodge,0.46
37403,When the family went skiing they stayed at a lodge,0.46
37404,When the family went skiing they stayed at a lodge,0.46
37405,When the family went skiing they stayed at a lodge,0.46
37406,When the family went skiing they stayed at a lodge,0.46
37407,When the family went skiing they stayed at a lodge,0.46
37408,When the family went skiing they stayed at a lodge,0.46
37409,When the family went skiing they stayed at a lodge,0.46
37410,When the family went skiing they stayed at a lodge,0.46
37411,When the family went skiing they stayed at a lodge,0.46
37412,When the family went skiing they stayed at a lodge,0.46
37413,When the family went skiing they stayed at a hotel,0.23
37414,When the family went skiing they stayed at a hotel,0.23
37415,When the family went skiing they stayed at a hotel,0.23
37416,When the family went skiing they stayed at a hotel,0.23
37417,When the family went skiing they stayed at a hotel,0.23
37418,When the family went skiing they stayed at a hotel,0.23
37419,When the family went skiing they stayed at a hotel,0.23
37420,When the family went skiing they stayed at a hotel,0.23
37421,When the family went skiing they stayed at a hotel,0.23
37422,When the family went skiing they stayed at a hotel,0.23
37423,When the family went skiing they stayed at a hotel,0.23
37424,When the family went skiing they stayed at a hotel,0.23
37425,When the family went skiing they stayed at a hotel,0.23
37426,When the family went skiing they stayed at a hotel,0.23
37427,When the family went skiing they stayed at a hotel,0.23
37428,When the family went skiing they stayed at a resort,0.2
37429,When the family went skiing they stayed at a resort,0.2
37430,When the family went skiing they stayed at a resort,0.2
37431,When the family went skiing they stayed at a resort,0.2
37432,When the family went skiing they stayed at a resort,0.2
37433,When the family went skiing they stayed at a resort,0.2
37434,When the family went skiing they stayed at a resort,0.2
37435,When the family went skiing they stayed at a resort,0.2
37436,When the family went skiing they stayed at a resort,0.2
37437,When the family went skiing they stayed at a resort,0.2
37438,When the family went skiing they stayed at a resort,0.2
37439,When the family went skiing they stayed at a resort,0.2
37440,When the family went skiing they stayed at a resort,0.2
37441,When the family went skiing they stayed at a chalet,0.04
37442,When the family went skiing they stayed at a chalet,0.04
37443,When the family went skiing they stayed at a cabin,0.02
37444,When the family went skiing they stayed at a motel,0.02
37445,"After the pasta was done, the chef added the sauce",0.65
37446,"After the pasta was done, the chef added the sauce",0.65
37447,"After the pasta was done, the chef added the sauce",0.65
37448,"After the pasta was done, the chef added the sauce",0.65
37449,"After the pasta was done, the chef added the sauce",0.65
37450,"After the pasta was done, the chef added the sauce",0.65
37451,"After the pasta was done, the chef added the sauce",0.65
37452,"After the pasta was done, the chef added the sauce",0.65
37453,"After the pasta was done, the chef added the sauce",0.65
37454,"After the pasta was done, the chef added the sauce",0.65
37455,"After the pasta was done, the chef added the sauce",0.65
37456,"After the pasta was done, the chef added the sauce",0.65
37457,"After the pasta was done, the chef added the sauce",0.65
37458,"After the pasta was done, the chef added the sauce",0.65
37459,"After the pasta was done, the chef added the sauce",0.65
37460,"After the pasta was done, the chef added the sauce",0.65
37461,"After the pasta was done, the chef added the sauce",0.65
37462,"After the pasta was done, the chef added the sauce",0.65
37463,"After the pasta was done, the chef added the sauce",0.65
37464,"After the pasta was done, the chef added the sauce",0.65
37465,"After the pasta was done, the chef added the sauce",0.65
37466,"After the pasta was done, the chef added the sauce",0.65
37467,"After the pasta was done, the chef added the sauce",0.65
37468,"After the pasta was done, the chef added the sauce",0.65
37469,"After the pasta was done, the chef added the sauce",0.65
37470,"After the pasta was done, the chef added the sauce",0.65
37471,"After the pasta was done, the chef added the sauce",0.65
37472,"After the pasta was done, the chef added the sauce",0.65
37473,"After the pasta was done, the chef added the sauce",0.65
37474,"After the pasta was done, the chef added the sauce",0.65
37475,"After the pasta was done, the chef added the sauce",0.65
37476,"After the pasta was done, the chef added the sauce",0.65
37477,"After the pasta was done, the chef added the sauce",0.65
37478,"After the pasta was done, the chef added the sauce",0.65
37479,"After the pasta was done, the chef added the sauce",0.65
37480,"After the pasta was done, the chef added the sauce",0.65
37481,"After the pasta was done, the chef added the sauce",0.65
37482,"After the pasta was done, the chef added the sauce",0.65
37483,"After the pasta was done, the chef added the sauce",0.65
37484,"After the pasta was done, the chef added the sauce",0.65
37485,"After the pasta was done, the chef added the sauce",0.65
37486,"After the pasta was done, the chef added the sauce",0.65
37487,"After the pasta was done, the chef added the sauce",0.65
37488,"After the pasta was done, the chef added the sauce",0.65
37489,"After the pasta was done, the chef added the cheese",0.11
37490,"After the pasta was done, the chef added the cheese",0.11
37491,"After the pasta was done, the chef added the cheese",0.11
37492,"After the pasta was done, the chef added the cheese",0.11
37493,"After the pasta was done, the chef added the cheese",0.11
37494,"After the pasta was done, the chef added the cheese",0.11
37495,"After the pasta was done, the chef added the cheese",0.11
37496,"After the pasta was done, the chef added the salt",0.08
37497,"After the pasta was done, the chef added the salt",0.08
37498,"After the pasta was done, the chef added the salt",0.08
37499,"After the pasta was done, the chef added the salt",0.08
37500,"After the pasta was done, the chef added the salt",0.08
37501,"After the pasta was done, the chef added the spices",0.03
37502,"After the pasta was done, the chef added the spices",0.03
37503,"After the pasta was done, the chef added the butter",0.02
37504,"After the pasta was done, the chef added the marinara",0.02
37505,James was unable to stand up after he fell,0.7
37506,James was unable to stand up after he fell,0.7
37507,James was unable to stand up after he fell,0.7
37508,James was unable to stand up after he fell,0.7
37509,James was unable to stand up after he fell,0.7
37510,James was unable to stand up after he fell,0.7
37511,James was unable to stand up after he fell,0.7
37512,James was unable to stand up after he fell,0.7
37513,James was unable to stand up after he fell,0.7
37514,James was unable to stand up after he fell,0.7
37515,James was unable to stand up after he fell,0.7
37516,James was unable to stand up after he fell,0.7
37517,James was unable to stand up after he fell,0.7
37518,James was unable to stand up after he fell,0.7
37519,James was unable to stand up after he fell,0.7
37520,James was unable to stand up after he fell,0.7
37521,James was unable to stand up after he fell,0.7
37522,James was unable to stand up after he fell,0.7
37523,James was unable to stand up after he fell,0.7
37524,James was unable to stand up after he fell,0.7
37525,James was unable to stand up after he fell,0.7
37526,James was unable to stand up after he fell,0.7
37527,James was unable to stand up after he fell,0.7
37528,James was unable to stand up after he fell,0.7
37529,James was unable to stand up after he fell,0.7
37530,James was unable to stand up after he fell,0.7
37531,James was unable to stand up after he fell,0.7
37532,James was unable to stand up after he fell,0.7
37533,James was unable to stand up after he fell,0.7
37534,James was unable to stand up after he fell,0.7
37535,James was unable to stand up after he fell,0.7
37536,James was unable to stand up after he fell,0.7
37537,James was unable to stand up after he fell,0.7
37538,James was unable to stand up after he fell,0.7
37539,James was unable to stand up after he fell,0.7
37540,James was unable to stand up after he fell,0.7
37541,James was unable to stand up after he fell,0.7
37542,James was unable to stand up after he fell,0.7
37543,James was unable to stand up after he fell,0.7
37544,James was unable to stand up after he fell,0.7
37545,James was unable to stand up after he fell,0.7
37546,James was unable to stand up after he fell,0.7
37547,James was unable to stand up after he fell,0.7
37548,James was unable to stand up after he fell,0.7
37549,James was unable to stand up after he fell,0.7
37550,James was unable to stand up after he fell,0.7
37551,James was unable to stand up after he fell,0.7
37552,James was unable to stand up after he drank,0.06
37553,James was unable to stand up after he drank,0.06
37554,James was unable to stand up after he drank,0.06
37555,James was unable to stand up after he drank,0.06
37556,James was unable to stand up after he exercised,0.05
37557,James was unable to stand up after he exercised,0.05
37558,James was unable to stand up after he exercised,0.05
37559,James was unable to stand up after he fainted,0.04
37560,James was unable to stand up after he fainted,0.04
37561,James was unable to stand up after he collapsed,0.02
37562,James was unable to stand up after he puked,0.02
37563,"Macy had planned meticulously, leaving nothing to chance",0.8
37564,"Macy had planned meticulously, leaving nothing to chance",0.8
37565,"Macy had planned meticulously, leaving nothing to chance",0.8
37566,"Macy had planned meticulously, leaving nothing to chance",0.8
37567,"Macy had planned meticulously, leaving nothing to chance",0.8
37568,"Macy had planned meticulously, leaving nothing to chance",0.8
37569,"Macy had planned meticulously, leaving nothing to chance",0.8
37570,"Macy had planned meticulously, leaving nothing to chance",0.8
37571,"Macy had planned meticulously, leaving nothing to chance",0.8
37572,"Macy had planned meticulously, leaving nothing to chance",0.8
37573,"Macy had planned meticulously, leaving nothing to chance",0.8
37574,"Macy had planned meticulously, leaving nothing to chance",0.8
37575,"Macy had planned meticulously, leaving nothing to chance",0.8
37576,"Macy had planned meticulously, leaving nothing to chance",0.8
37577,"Macy had planned meticulously, leaving nothing to chance",0.8
37578,"Macy had planned meticulously, leaving nothing to chance",0.8
37579,"Macy had planned meticulously, leaving nothing to chance",0.8
37580,"Macy had planned meticulously, leaving nothing to chance",0.8
37581,"Macy had planned meticulously, leaving nothing to chance",0.8
37582,"Macy had planned meticulously, leaving nothing to chance",0.8
37583,"Macy had planned meticulously, leaving nothing to chance",0.8
37584,"Macy had planned meticulously, leaving nothing to chance",0.8
37585,"Macy had planned meticulously, leaving nothing to chance",0.8
37586,"Macy had planned meticulously, leaving nothing to chance",0.8
37587,"Macy had planned meticulously, leaving nothing to chance",0.8
37588,"Macy had planned meticulously, leaving nothing to chance",0.8
37589,"Macy had planned meticulously, leaving nothing to chance",0.8
37590,"Macy had planned meticulously, leaving nothing to chance",0.8
37591,"Macy had planned meticulously, leaving nothing to chance",0.8
37592,"Macy had planned meticulously, leaving nothing to chance",0.8
37593,"Macy had planned meticulously, leaving nothing to chance",0.8
37594,"Macy had planned meticulously, leaving nothing to chance",0.8
37595,"Macy had planned meticulously, leaving nothing to chance",0.8
37596,"Macy had planned meticulously, leaving nothing to chance",0.8
37597,"Macy had planned meticulously, leaving nothing to chance",0.8
37598,"Macy had planned meticulously, leaving nothing to chance",0.8
37599,"Macy had planned meticulously, leaving nothing to chance",0.8
37600,"Macy had planned meticulously, leaving nothing to chance",0.8
37601,"Macy had planned meticulously, leaving nothing to chance",0.8
37602,"Macy had planned meticulously, leaving nothing to chance",0.8
37603,"Macy had planned meticulously, leaving nothing to chance",0.8
37604,"Macy had planned meticulously, leaving nothing to chance",0.8
37605,"Macy had planned meticulously, leaving nothing to chance",0.8
37606,"Macy had planned meticulously, leaving nothing to chance",0.8
37607,"Macy had planned meticulously, leaving nothing to chance",0.8
37608,"Macy had planned meticulously, leaving nothing to chance",0.8
37609,"Macy had planned meticulously, leaving nothing to chance",0.8
37610,"Macy had planned meticulously, leaving nothing to chance",0.8
37611,"Macy had planned meticulously, leaving nothing to chance",0.8
37612,"Macy had planned meticulously, leaving nothing to chance",0.8
37613,"Macy had planned meticulously, leaving nothing to chance",0.8
37614,"Macy had planned meticulously, leaving nothing to chance",0.8
37615,"Macy had planned meticulously, leaving nothing to chance",0.8
37616,"Macy had planned meticulously, leaving nothing to chance",0.8
37617,"Macy had planned meticulously, leaving nothing to fate",0.03
37618,"Macy had planned meticulously, leaving nothing to fate",0.03
37619,"Macy had planned meticulously, leaving nothing to doubt",0.02
37620,"Macy had planned meticulously, leaving nothing to worry",0.02
37621,The food was unappealing as it looked like garbage,0.12
37622,The food was unappealing as it looked like garbage,0.12
37623,The food was unappealing as it looked like garbage,0.12
37624,The food was unappealing as it looked like garbage,0.12
37625,The food was unappealing as it looked like garbage,0.12
37626,The food was unappealing as it looked like garbage,0.12
37627,The food was unappealing as it looked like garbage,0.12
37628,The food was unappealing as it looked like garbage,0.12
37629,The food was unappealing as it looked like mush,0.12
37630,The food was unappealing as it looked like mush,0.12
37631,The food was unappealing as it looked like mush,0.12
37632,The food was unappealing as it looked like mush,0.12
37633,The food was unappealing as it looked like mush,0.12
37634,The food was unappealing as it looked like mush,0.12
37635,The food was unappealing as it looked like mush,0.12
37636,The food was unappealing as it looked like mush,0.12
37637,The food was unappealing as it looked like crap,0.11
37638,The food was unappealing as it looked like crap,0.11
37639,The food was unappealing as it looked like crap,0.11
37640,The food was unappealing as it looked like crap,0.11
37641,The food was unappealing as it looked like crap,0.11
37642,The food was unappealing as it looked like crap,0.11
37643,The food was unappealing as it looked like crap,0.11
37644,The food was unappealing as it looked like vomit,0.1
37645,The food was unappealing as it looked like vomit,0.1
37646,The food was unappealing as it looked like vomit,0.1
37647,The food was unappealing as it looked like vomit,0.1
37648,The food was unappealing as it looked like vomit,0.1
37649,The food was unappealing as it looked like vomit,0.1
37650,The food was unappealing as it looked like slop,0.07
37651,The food was unappealing as it looked like slop,0.07
37652,The food was unappealing as it looked like slop,0.07
37653,The food was unappealing as it looked like slop,0.07
37654,The food was unappealing as it looked like poop,0.06
37655,The food was unappealing as it looked like poop,0.06
37656,The food was unappealing as it looked like poop,0.06
37657,The food was unappealing as it looked like poop,0.06
37658,The food was unappealing as it looked like mud,0.06
37659,The food was unappealing as it looked like mud,0.06
37660,The food was unappealing as it looked like mud,0.06
37661,The food was unappealing as it looked like mud,0.06
37662,The food was unappealing as it looked like dirt,0.04
37663,The food was unappealing as it looked like dirt,0.04
37664,The food was unappealing as it looked like gross,0.03
37665,The food was unappealing as it looked like gross,0.03
37666,The food was unappealing as it looked like puke,0.03
37667,The food was unappealing as it looked like puke,0.03
37668,The food was unappealing as it looked like bland,0.03
37669,The food was unappealing as it looked like bland,0.03
37670,The food was unappealing as it looked like barf,0.03
37671,The food was unappealing as it looked like barf,0.03
37672,The food was unappealing as it looked like shit,0.02
37673,The food was unappealing as it looked like gruel,0.02
37674,The food was unappealing as it looked like trash,0.02
37675,In preschool kids learn it isn't nice to hit,0.24
37676,In preschool kids learn it isn't nice to hit,0.24
37677,In preschool kids learn it isn't nice to hit,0.24
37678,In preschool kids learn it isn't nice to hit,0.24
37679,In preschool kids learn it isn't nice to hit,0.24
37680,In preschool kids learn it isn't nice to hit,0.24
37681,In preschool kids learn it isn't nice to hit,0.24
37682,In preschool kids learn it isn't nice to hit,0.24
37683,In preschool kids learn it isn't nice to hit,0.24
37684,In preschool kids learn it isn't nice to hit,0.24
37685,In preschool kids learn it isn't nice to hit,0.24
37686,In preschool kids learn it isn't nice to hit,0.24
37687,In preschool kids learn it isn't nice to hit,0.24
37688,In preschool kids learn it isn't nice to hit,0.24
37689,In preschool kids learn it isn't nice to hit,0.24
37690,In preschool kids learn it isn't nice to hit,0.24
37691,In preschool kids learn it isn't nice to tease,0.11
37692,In preschool kids learn it isn't nice to tease,0.11
37693,In preschool kids learn it isn't nice to tease,0.11
37694,In preschool kids learn it isn't nice to tease,0.11
37695,In preschool kids learn it isn't nice to tease,0.11
37696,In preschool kids learn it isn't nice to tease,0.11
37697,In preschool kids learn it isn't nice to tease,0.11
37698,In preschool kids learn it isn't nice to steal,0.09
37699,In preschool kids learn it isn't nice to steal,0.09
37700,In preschool kids learn it isn't nice to steal,0.09
37701,In preschool kids learn it isn't nice to steal,0.09
37702,In preschool kids learn it isn't nice to steal,0.09
37703,In preschool kids learn it isn't nice to steal,0.09
37704,In preschool kids learn it isn't nice to bully,0.08
37705,In preschool kids learn it isn't nice to bully,0.08
37706,In preschool kids learn it isn't nice to bully,0.08
37707,In preschool kids learn it isn't nice to bully,0.08
37708,In preschool kids learn it isn't nice to bully,0.08
37709,In preschool kids learn it isn't nice to lie,0.07
37710,In preschool kids learn it isn't nice to lie,0.07
37711,In preschool kids learn it isn't nice to lie,0.07
37712,In preschool kids learn it isn't nice to lie,0.07
37713,In preschool kids learn it isn't nice to tattle,0.07
37714,In preschool kids learn it isn't nice to tattle,0.07
37715,In preschool kids learn it isn't nice to tattle,0.07
37716,In preschool kids learn it isn't nice to tattle,0.07
37717,In preschool kids learn it isn't nice to fight,0.05
37718,In preschool kids learn it isn't nice to fight,0.05
37719,In preschool kids learn it isn't nice to fight,0.05
37720,In preschool kids learn it isn't nice to bite,0.04
37721,In preschool kids learn it isn't nice to bite,0.04
37722,In preschool kids learn it isn't nice to curse,0.03
37723,In preschool kids learn it isn't nice to curse,0.03
37724,In preschool kids learn it isn't nice to cheat,0.03
37725,In preschool kids learn it isn't nice to cheat,0.03
37726,In preschool kids learn it isn't nice to point,0.02
37727,In preschool kids learn it isn't nice to yell,0.02
37728,In preschool kids learn it isn't nice to interrupt,0.02
37729,In preschool kids learn it isn't nice to swear,0.02
37730,Be careful not to touch the pan when it's hot,0.99
37731,Be careful not to touch the pan when it's hot,0.99
37732,Be careful not to touch the pan when it's hot,0.99
37733,Be careful not to touch the pan when it's hot,0.99
37734,Be careful not to touch the pan when it's hot,0.99
37735,Be careful not to touch the pan when it's hot,0.99
37736,Be careful not to touch the pan when it's hot,0.99
37737,Be careful not to touch the pan when it's hot,0.99
37738,Be careful not to touch the pan when it's hot,0.99
37739,Be careful not to touch the pan when it's hot,0.99
37740,Be careful not to touch the pan when it's hot,0.99
37741,Be careful not to touch the pan when it's hot,0.99
37742,Be careful not to touch the pan when it's hot,0.99
37743,Be careful not to touch the pan when it's hot,0.99
37744,Be careful not to touch the pan when it's hot,0.99
37745,Be careful not to touch the pan when it's hot,0.99
37746,Be careful not to touch the pan when it's hot,0.99
37747,Be careful not to touch the pan when it's hot,0.99
37748,Be careful not to touch the pan when it's hot,0.99
37749,Be careful not to touch the pan when it's hot,0.99
37750,Be careful not to touch the pan when it's hot,0.99
37751,Be careful not to touch the pan when it's hot,0.99
37752,Be careful not to touch the pan when it's hot,0.99
37753,Be careful not to touch the pan when it's hot,0.99
37754,Be careful not to touch the pan when it's hot,0.99
37755,Be careful not to touch the pan when it's hot,0.99
37756,Be careful not to touch the pan when it's hot,0.99
37757,Be careful not to touch the pan when it's hot,0.99
37758,Be careful not to touch the pan when it's hot,0.99
37759,Be careful not to touch the pan when it's hot,0.99
37760,Be careful not to touch the pan when it's hot,0.99
37761,Be careful not to touch the pan when it's hot,0.99
37762,Be careful not to touch the pan when it's hot,0.99
37763,Be careful not to touch the pan when it's hot,0.99
37764,Be careful not to touch the pan when it's hot,0.99
37765,Be careful not to touch the pan when it's hot,0.99
37766,Be careful not to touch the pan when it's hot,0.99
37767,Be careful not to touch the pan when it's hot,0.99
37768,Be careful not to touch the pan when it's hot,0.99
37769,Be careful not to touch the pan when it's hot,0.99
37770,Be careful not to touch the pan when it's hot,0.99
37771,Be careful not to touch the pan when it's hot,0.99
37772,Be careful not to touch the pan when it's hot,0.99
37773,Be careful not to touch the pan when it's hot,0.99
37774,Be careful not to touch the pan when it's hot,0.99
37775,Be careful not to touch the pan when it's hot,0.99
37776,Be careful not to touch the pan when it's hot,0.99
37777,Be careful not to touch the pan when it's hot,0.99
37778,Be careful not to touch the pan when it's hot,0.99
37779,Be careful not to touch the pan when it's hot,0.99
37780,Be careful not to touch the pan when it's hot,0.99
37781,Be careful not to touch the pan when it's hot,0.99
37782,Be careful not to touch the pan when it's hot,0.99
37783,Be careful not to touch the pan when it's hot,0.99
37784,Be careful not to touch the pan when it's hot,0.99
37785,Be careful not to touch the pan when it's hot,0.99
37786,Be careful not to touch the pan when it's hot,0.99
37787,Be careful not to touch the pan when it's hot,0.99
37788,Be careful not to touch the pan when it's hot,0.99
37789,Be careful not to touch the pan when it's hot,0.99
37790,Be careful not to touch the pan when it's hot,0.99
37791,Be careful not to touch the pan when it's hot,0.99
37792,Be careful not to touch the pan when it's hot,0.99
37793,Be careful not to touch the pan when it's hot,0.99
37794,Be careful not to touch the pan when it's hot,0.99
37795,Be careful not to touch the pan when it's hot,0.99
37796,Be careful not to touch the pan when it's hot,0.99
37797,The milk was bad so Garrett bought a new carton,0.32
37798,The milk was bad so Garrett bought a new carton,0.32
37799,The milk was bad so Garrett bought a new carton,0.32
37800,The milk was bad so Garrett bought a new carton,0.32
37801,The milk was bad so Garrett bought a new carton,0.32
37802,The milk was bad so Garrett bought a new carton,0.32
37803,The milk was bad so Garrett bought a new carton,0.32
37804,The milk was bad so Garrett bought a new carton,0.32
37805,The milk was bad so Garrett bought a new carton,0.32
37806,The milk was bad so Garrett bought a new carton,0.32
37807,The milk was bad so Garrett bought a new carton,0.32
37808,The milk was bad so Garrett bought a new carton,0.32
37809,The milk was bad so Garrett bought a new carton,0.32
37810,The milk was bad so Garrett bought a new carton,0.32
37811,The milk was bad so Garrett bought a new carton,0.32
37812,The milk was bad so Garrett bought a new carton,0.32
37813,The milk was bad so Garrett bought a new carton,0.32
37814,The milk was bad so Garrett bought a new carton,0.32
37815,The milk was bad so Garrett bought a new carton,0.32
